-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 120 
-143 280 119.992 
-143 280 119.975 
-143 280 119.941 
-143 280 119.908 
-143 280 119.862 
-143 280 119.795 
-143 280 119.733 
-143 280 119.637 
-143 280 119.525 
-143 280 119.384 
-143 280 119.249 
-143 280 119.148 
-143 280 119.042 
-143 280 118.892 
-143 280 118.703 
-143 280 118.545 
-143 280 118.338 
-143 280 118.102 
-143 280 117.914 
-143 280 117.661 
-143 280 117.486 
-143 280 117.278 
-143 280 117.028 
-143 280 116.798 
-143 280 116.482 
-143 280 116.26 
-143 280 115.952 
-143 280 115.664 
-143 280 115.296 
-143 280 115.034 
-143 280 114.674 
-143 280 114.281 
-143 280 113.981 
-143 280 113.574 
-143 280 113.141 
-143 280 112.842 
-143 280 112.476 
-143 280 112.086 
-143 280 111.61 
-143 280 111.28 
-143 280 111.016 
-143 280 110.707 
-143 280 110.393 
-143 280 110.08 
-143 280 109.802 
-143 280 109.526 
-143 280 109.31 
-143 280 109.086 
-143 280 108.844 
-143 280 108.668 
-143 280 108.463 
-143.002 280 108.241 
-143.004 280 108.064 
-143.01 280 107.819 
-143.015 280 107.621 
-143.021 280 107.418 
-143.031 280 107.14 
-143.039 280 106.923 
-143.053 280 106.605 
-143.069 280 106.268 
-143.08 280 106.05 
-143.095 280 105.761 
-143.116 280 105.398 
-143.131 280 105.13 
-143.154 280 104.748 
-143.175 280 104.422 
-143.203 280 104.019 
-143.224 280 103.726 
-143.252 280 103.37 
-143.288 280 102.938 
-143.314 280 102.625 
-143.361 280 102.115 
-143.39 280 101.802 
-143.427 280 101.423 
-143.479 280 100.906 
-143.517 280 100.549 
-143.557 280 100.17 
-143.616 280 99.6377 
-143.667 280 99.1856 
-143.719 280 98.7336 
-143.796 280 98.0688 
-143.84 280 97.6929 
-143.892 280 97.253 
-143.965 280 96.6338 
-144.027 280 96.1202 
-144.085 280 95.6344 
-144.155 280 95.0542 
-144.235 280 94.4017 
-144.292 280 93.9367 
-144.351 280 93.462 
-144.436 280 92.7792 
-144.499 280 92.2675 
-144.589 280 91.5499 
-144.654 280 91.036 
-144.721 280 90.51 
-144.804 280 89.8552 
-144.895 280 89.1446 
-144.97 280 88.5587 
-145.067 280 87.8065 
-145.143 280 87.2142 
-145.23 280 86.5447 
-145.335 280 85.7395 
-145.41 280 85.1658 
-145.494 280 84.5276 
-145.602 280 83.7067 
-145.69 280 83.0438 
-145.788 280 82.3052 
-145.908 280 81.398 
-145.996 280 80.7417 
-146.123 280 79.7929 
-146.218 280 79.0802 
-146.329 280 78.2557 
-146.418 280 77.6004 
-146.532 280 76.7564 
-146.655 280 75.8487 
-146.769 280 75.0121 
-146.906 280 74.0037 
-147.008 280 73.257 
-147.126 280 72.3956 
-147.253 280 71.4744 
-147.359 280 70.7043 
-147.481 280 69.8158 
-147.603 280 68.924 
-147.721 280 68.054 
-147.83 280 67.2528 
